Sample
Pop1_CT-857-RG
Pop1_CT-858-RG
Pop1_CT-859-RG
Pop1_CT-860-RG
Pop1_CT-861-RG
Pop1_CT-862-RG
Pop1_CT-863-RG
Pop1_CT-864-RG
Pop1_CT-865-RG
Pop1_CT-866-RG
Pop1_CT-867-RG
Pop1_CT-868-RG
Pop1_CT-869-RG
Pop1_CT-870-RG
Pop1_CT-871-RG
Pop1_CT-872-RG
Pop1_CT-873-RG
Pop1_CT-874-RG
Pop1_CT-875-RG
Pop1_CT-876-RG
Pop1_CT-877-RG
Pop1_CT-878-RG
Pop1_CT-879-RG
Pop1_CT-880-RG
Pop1_CT-881-RG
Pop1_CT-882-RG
Pop1_CT-883-RG
Pop1_CT-884-RG
Pop1_CT-885-RG
Pop1_CT-886-RG
Pop1_CT-887-RG
Pop1_CT-888-RG
Pop1_CT-889-RG
Pop1_CT-890-RG
Pop1_CT-891-RG
Pop1_CT-892-RG
Pop1_CT-893-RG
Pop1_CT-895-RG
Pop1_CT-896-RG
Pop1_CT-897-RG
Pop1_CT-898-RG
Pop1_CT-899-RG
Pop1_CT-900-RG
Pop1_CT-902-RG
Pop1_CT-903-RG
Pop1_CT-904-RG
Pop1_CT-905-RG
Pop1_CT-906-RG
Pop1_CT-907-RG
Pop1_CT0786-RG

